step_size,ticker,horizon,model_name,total_return,cagr,sharpe,sortino,max_drawdown,turnover,win_rate,observations
1,MSN,short_30d,cart,-0.6800926141629743,-0.6010620719008509,-0.28477998230603124,-0.3836264525475344,-0.9835730836531141,19.0,0.50625,276
1,MSN,short_30d,stacking_final,-0.965334581830063,-0.9335138671884264,-2.2353827689077064,-3.1597648861666485,-0.9813724881210689,4.0,0.4396135265700483,276
1,MSN,short_5d,cart,0.2300215487424544,0.18166902616985525,0.6100427697853921,0.546912221532575,-0.5009967567292144,44.0,0.5736434108527132,301
1,MSN,short_5d,stacking_final,-0.05132904012828343,-0.041596236437429934,0.21301466433118507,0.30608285895238085,-0.6100611869578412,4.0,0.49029126213592233,301
1,MWG,long_3m,cart,0.48815411811969844,0.3778581958461018,0.9253519673925534,1.928660474257068,-0.3567665477672909,11.0,0.4,243
1,MWG,long_3m,stacking_final,36032.31699407696,4719.971739316934,9.843765561200524,37.45561199796334,-0.35228434374251894,1.0,0.8717948717948718,243
1,MWG,long_6m,cart,411504.1805502652,33636.4042376104,8.0721728131975,1000000.0,0.0,9.0,1.0,180
1,MWG,long_6m,stacking_final,991595161.7693051,17933578.17280942,12.767186834291113,124.85642613296774,-0.08589514780946572,17.0,0.9680851063829787,180
1,MWG,short_10d,cart,2.12068778336314,1.5032820114287908,1.7613648586368278,1.5322332858451841,-0.7797836425451273,18.0,0.6016949152542372,296
1,MWG,short_10d,stacking_final,0.9955852443404889,0.7455974010245774,1.1514797938682633,1.3456780563260207,-0.7677231613321652,6.0,0.5370370370370371,296
1,MWG,short_20d,cart,10.972456952807148,6.40167309000401,2.7029118300119763,2.674931067944186,-0.8321390145096723,25.0,0.6349206349206349,286
1,MWG,short_20d,stacking_final,53.976258391166056,24.29812098537055,4.210324797357653,4.51621696615193,-0.8321390145096723,17.0,0.695364238410596,286
1,MWG,short_30d,cart,151.04363874768242,56.45161197471963,5.30066190929823,5.630563789104251,-0.706986173385763,21.0,0.82,276
1,MWG,short_30d,stacking_final,125.43202709514124,48.51186495510239,5.1471217235114555,5.921016595050284,-0.796430739601793,13.0,0.7218934911242604,276
1,MWG,short_5d,cart,0.09862524488010616,0.07878937406912856,0.4226033540888801,0.3518278853807976,-0.6632408963501517,25.0,0.5772357723577236,301
1,MWG,short_5d,stacking_final,1.4009479028740044,1.0262793834937827,1.5586007247810554,2.1867786977603134,-0.5799179930932081,7.0,0.5388349514563107,301
1,SSI,long_3m,cart,2311.3262694406876,514.7079635809687,4.357311587591945,18.49380746223781,-0.978628328589973,12.0,0.4421052631578947,243
1,SSI,long_3m,stacking_final,-0.9999926437771356,-0.9999273847189439,-8.076702996694566,-11.545275708503794,-0.9999907330646772,2.0,0.12804878048780488,243
1,SSI,long_6m,cart,697247.6395942727,51459.40211727139,6.39209979645397,16.323594447592175,-0.9959970458403976,4.0,0.65625,180
1,SSI,long_6m,stacking_final,-0.9869823021842522,-0.969816809373829,-3.9591128455847526,-3.1565124267315925,-0.9959970458403976,1.0,0.34,180
1,SSI,short_10d,cart,31.39370476382488,15.514726802818174,3.221940014899321,4.760899131186987,-0.8896308389073011,26.0,0.6098654708520179,296
1,SSI,short_10d,stacking_final,-0.6840000714852728,-0.6049956095318393,-0.3531560596640793,-0.5024304944393133,-0.964835657415196,8.0,0.5,296
1,SSI,short_20d,cart,76.58184042196316,32.396217538202926,3.198848446658586,5.675634105342917,-0.9553268505831786,21.0,0.6283185840707964,286
1,SSI,short_20d,stacking_final,10.329219646006676,6.07933365565912,2.0355034799102203,4.048676198671802,-0.9844010980085117,12.0,0.5393258426966292,286
