model_name,ranking_method,score_column,top_k,ranking_group_mode,return_threshold,probability_threshold,groups_covered,observations,coverage_ratio,average_actual_return,median_actual_return,profit_rate,precision_at_top_k,recall_of_profitable_cases,lift_vs_base_rate
xgboost,combined_weighted_linear_gated,combined_score,3,date,0.01,0.6,28,50,0.5952380952380952,0.0030274093679811443,0.006431857769676599,0.46,0.46,1.0,1.0
xgboost,combined_weighted_linear_gated,combined_score,3,date,0.01,0.65,28,49,0.5833333333333334,0.002847075719727392,0.0062674094707519,0.4489795918367347,0.4489795918367347,1.0,1.0
xgboost,combined_weighted_linear_gated,combined_score,3,date,0.02,0.5,27,38,0.4691358024691358,0.0035362747959089206,0.00679465653080415,0.4473684210526316,0.4473684210526316,1.0,1.0
xgboost,combined_weighted_linear_gated,combined_score,3,date,0.02,0.55,26,36,0.46153846153846156,0.004402088881479601,0.00679465653080415,0.4444444444444444,0.4444444444444444,1.0,1.0
xgboost,combined_weighted_linear_gated,combined_score,3,date,0.02,0.6,25,35,0.4666666666666667,0.006593267324564905,0.006993006993007,0.45714285714285713,0.45714285714285713,1.0,1.0
xgboost,combined_weighted_linear_gated,combined_score,3,date,0.02,0.65,25,34,0.4533333333333333,0.006438252889039902,0.00679465653080415,0.4411764705882353,0.4411764705882353,1.0,1.0
xgboost,combined_weighted_linear_gated,combined_score,5,date,0.0,0.5,34,78,0.4588235294117647,0.00013717348114945807,0.00125156445556935,0.44871794871794873,0.44871794871794873,1.0,1.0
xgboost,combined_weighted_linear_gated,combined_score,5,date,0.0,0.55,33,70,0.42424242424242425,-0.00013394452754329203,0.00125156445556935,0.44285714285714284,0.44285714285714284,1.0,1.0
xgboost,combined_weighted_linear_gated,combined_score,5,date,0.0,0.6,31,63,0.4064516129032258,0.002958706274354095,0.0062674094707519,0.4603174603174603,0.4603174603174603,1.0,1.0
xgboost,combined_weighted_linear_gated,combined_score,5,date,0.0,0.65,31,59,0.38064516129032255,0.003315873235810136,0.0062674094707519,0.4576271186440678,0.4576271186440678,1.0,1.0
xgboost,combined_weighted_linear_gated,combined_score,5,date,0.005,0.5,33,70,0.42424242424242425,-0.0014192030407389094,0.0,0.4142857142857143,0.4142857142857143,1.0,1.0
xgboost,combined_weighted_linear_gated,combined_score,5,date,0.005,0.55,32,63,0.39375,-0.001456633248928177,0.0,0.4126984126984127,0.4126984126984127,1.0,1.0
xgboost,combined_weighted_linear_gated,combined_score,5,date,0.005,0.6,30,57,0.38,0.0020638148882932174,0.0025031289111387,0.43859649122807015,0.43859649122807015,1.0,1.0
xgboost,combined_weighted_linear_gated,combined_score,5,date,0.005,0.65,30,54,0.36,0.0027604976869144643,0.0043852691909453,0.4444444444444444,0.4444444444444444,1.0,1.0
xgboost,combined_weighted_linear_gated,combined_score,5,date,0.01,0.5,32,58,0.3625,-0.001027698460556551,0.00125156445556935,0.43103448275862066,0.43103448275862066,1.0,1.0
xgboost,combined_weighted_linear_gated,combined_score,5,date,0.01,0.55,31,54,0.34838709677419355,-0.0013489799998181759,0.00125156445556935,0.42592592592592593,0.42592592592592593,1.0,1.0
xgboost,combined_weighted_linear_gated,combined_score,5,date,0.01,0.6,28,50,0.35714285714285715,0.0030274093679811443,0.006431857769676599,0.46,0.46,1.0,1.0
xgboost,combined_weighted_linear_gated,combined_score,5,date,0.01,0.65,28,49,0.35,0.002847075719727392,0.0062674094707519,0.4489795918367347,0.4489795918367347,1.0,1.0
xgboost,combined_weighted_linear_gated,combined_score,5,date,0.02,0.5,27,38,0.2814814814814815,0.0035362747959089206,0.00679465653080415,0.4473684210526316,0.4473684210526316,1.0,1.0
xgboost,combined_weighted_linear_gated,combined_score,5,date,0.02,0.55,26,36,0.27692307692307694,0.004402088881479601,0.00679465653080415,0.4444444444444444,0.4444444444444444,1.0,1.0
xgboost,combined_weighted_linear_gated,combined_score,5,date,0.02,0.6,25,35,0.28,0.006593267324564905,0.006993006993007,0.45714285714285713,0.45714285714285713,1.0,1.0
xgboost,combined_weighted_linear_gated,combined_score,5,date,0.02,0.65,25,34,0.272,0.006438252889039902,0.00679465653080415,0.4411764705882353,0.4411764705882353,1.0,1.0
xgboost,predicted_profit_probability,predicted_profit_probability,1,date,,,37,37,1.0,-6.955749139053743e-06,-0.005800981704596,0.40540540540540543,0.40540540540540543,0.22058823529411764,0.8823529411764706
xgboost,predicted_profit_probability,predicted_profit_probability,3,date,,,37,111,1.0,0.004192131362402952,0.0062674094707519,0.4774774774774775,0.4774774774774775,0.7794117647058824,1.0392156862745097
xgboost,predicted_profit_probability,predicted_profit_probability,5,date,,,37,148,0.8,0.0009955853468753288,0.0024681094677347,0.4594594594594595,0.4594594594594595,1.0,1.0
xgboost,predicted_return,predicted_return,1,date,,,37,37,1.0,-0.0076374093799979614,-0.0067073170731707,0.2972972972972973,0.2972972972972973,0.16176470588235295,0.6470588235294118
xgboost,predicted_return,predicted_return,3,date,,,37,111,1.0,-0.0006067780585851327,0.002063273727648,0.44144144144144143,0.44144144144144143,0.7205882352941176,0.9607843137254901
xgboost,predicted_return,predicted_return,5,date,,,37,148,0.8,0.0009955853468753288,0.0024681094677347,0.4594594594594595,0.4594594594594595,1.0,1.0
