date,ticker,model_name,prediction_date,entry_date,target_date,horizon,horizon_days,actual_net_trade_return,actual_profit_label,predicted_profit_label,predicted_profit_probability
2024-01-30,ACB,cart,2024-01-25,2024-01-26,2024-01-30,3d,3,-0.003143627952661765,0,0,0.0
2024-01-31,ACB,cart,2024-01-26,2024-01-29,2024-01-31,3d,3,-0.03527144242463209,0,0,0.0
2024-02-01,ACB,cart,2024-01-29,2024-01-30,2024-02-01,3d,3,-0.008605275409153346,0,0,0.0
2024-02-02,ACB,cart,2024-01-30,2024-01-31,2024-02-02,3d,3,-0.0015551465068766035,0,1,1.0
2024-02-05,ACB,cart,2024-01-31,2024-02-01,2024-02-05,3d,3,0.07394159245302201,1,1,1.0
2024-02-06,ACB,cart,2024-02-01,2024-02-02,2024-02-06,3d,3,0.06609705131435906,1,0,0.0
2024-02-07,ACB,cart,2024-02-02,2024-02-05,2024-02-07,3d,3,0.05933386242613392,1,0,0.0
2024-02-15,ACB,cart,2024-02-05,2024-02-06,2024-02-15,3d,3,-0.030340865793253013,0,0,0.0
2024-02-16,ACB,cart,2024-02-06,2024-02-07,2024-02-16,3d,3,-0.016118521237051486,0,1,1.0
2024-02-19,ACB,cart,2024-02-07,2024-02-15,2024-02-19,3d,3,-0.019583818241031947,0,0,0.0
2024-02-20,ACB,cart,2024-02-15,2024-02-16,2024-02-20,3d,3,-0.004917503762737141,0,0,0.0
2024-02-21,ACB,cart,2024-02-16,2024-02-19,2024-02-21,3d,3,-0.006975585450921806,0,0,0.0
2024-02-22,ACB,cart,2024-02-19,2024-02-20,2024-02-22,3d,3,-0.00131586080841406,0,1,1.0
2024-02-23,ACB,cart,2024-02-20,2024-02-21,2024-02-23,3d,3,-0.014178871359567857,0,0,0.0
2023-12-27,ACB,lightgbm,2023-12-22,2023-12-25,2023-12-27,3d,3,-0.005150172924177077,0,0,0.01715474650559394
2023-12-28,ACB,lightgbm,2023-12-25,2023-12-26,2023-12-28,3d,3,0.008143543881433235,1,0,0.01247109830269869
2023-12-29,ACB,lightgbm,2023-12-26,2023-12-27,2023-12-29,3d,3,0.022912741522606916,1,0,0.09078442116877602
2024-01-02,ACB,lightgbm,2023-12-27,2023-12-28,2024-01-02,3d,3,0.04222011949004156,1,0,0.0050814992532177035
2024-01-03,ACB,lightgbm,2023-12-28,2023-12-29,2024-01-03,3d,3,0.039211596621128386,1,0,0.021712224836763848
2024-01-04,ACB,lightgbm,2023-12-29,2024-01-02,2024-01-04,3d,3,0.04914417622793765,1,0,0.012046633460817975
2024-01-05,ACB,lightgbm,2024-01-02,2024-01-03,2024-01-05,3d,3,0.03172868201550516,1,0,0.06353051195103139
2024-01-08,ACB,lightgbm,2024-01-03,2024-01-04,2024-01-08,3d,3,-0.0013621065670945676,0,0,0.012745922109364411
2024-01-09,ACB,lightgbm,2024-01-04,2024-01-05,2024-01-09,3d,3,-0.018717428190522467,0,0,0.007054790323980251
2024-01-10,ACB,lightgbm,2024-01-05,2024-01-08,2024-01-10,3d,3,-0.024590209212324576,0,0,0.007649594934340323
2024-01-11,ACB,lightgbm,2024-01-08,2024-01-09,2024-01-11,3d,3,-0.006975585450921806,0,0,0.023621002340430703
2024-01-12,ACB,lightgbm,2024-01-09,2024-01-10,2024-01-12,3d,3,0.016601025861153307,1,0,0.04092484811169621
2024-01-15,ACB,lightgbm,2024-01-10,2024-01-11,2024-01-15,3d,3,-0.010874166999908508,0,0,0.055042944824341626
2024-01-16,ACB,lightgbm,2024-01-11,2024-01-12,2024-01-16,3d,3,0.003151575717284194,1,0,0.01165281223500317
2024-01-17,ACB,lightgbm,2024-01-12,2024-01-15,2024-01-17,3d,3,-0.02982875005972241,0,0,0.07052064731729545
2024-01-18,ACB,lightgbm,2024-01-15,2024-01-16,2024-01-18,3d,3,0.0008215776470519298,1,0,0.0231137956464852
2024-01-19,ACB,lightgbm,2024-01-16,2024-01-17,2024-01-19,3d,3,0.012484579447856525,1,0,0.086354086177684
2024-01-22,ACB,lightgbm,2024-01-17,2024-01-18,2024-01-22,3d,3,0.026384697232697985,1,0,0.034571410462877906
2024-01-23,ACB,lightgbm,2024-01-18,2024-01-19,2024-01-23,3d,3,0.0023460131395445227,1,0,0.05898321089023603
2024-01-24,ACB,lightgbm,2024-01-19,2024-01-22,2024-01-24,3d,3,-0.022095043638727385,0,0,0.20311640587185156
2024-01-25,ACB,lightgbm,2024-01-22,2024-01-23,2024-01-25,3d,3,-0.023687722720748927,0,0,0.09288376857447532
2024-01-26,ACB,lightgbm,2024-01-23,2024-01-24,2024-01-26,3d,3,0.002802554298467541,1,0,0.05424882192317416
2024-01-29,ACB,lightgbm,2024-01-24,2024-01-25,2024-01-29,3d,3,-0.003143627952661765,0,0,0.09319562338215868
2024-01-30,ACB,lightgbm,2024-01-25,2024-01-26,2024-01-30,3d,3,-0.003143627952661765,0,0,0.4916013745198933
2024-01-31,ACB,lightgbm,2024-01-26,2024-01-29,2024-01-31,3d,3,-0.03527144242463209,0,0,0.11334472228319968
2024-02-01,ACB,lightgbm,2024-01-29,2024-01-30,2024-02-01,3d,3,-0.008605275409153346,0,0,0.0196757132234057
2024-02-02,ACB,lightgbm,2024-01-30,2024-01-31,2024-02-02,3d,3,-0.0015551465068766035,0,0,0.07753400899251425
2024-02-05,ACB,lightgbm,2024-01-31,2024-02-01,2024-02-05,3d,3,0.07394159245302201,1,0,0.060239010511016246
2024-02-06,ACB,lightgbm,2024-02-01,2024-02-02,2024-02-06,3d,3,0.06609705131435906,1,0,0.09660391322537873
2024-02-07,ACB,lightgbm,2024-02-02,2024-02-05,2024-02-07,3d,3,0.05933386242613392,1,0,0.14218779152608324
2024-02-15,ACB,lightgbm,2024-02-05,2024-02-06,2024-02-15,3d,3,-0.030340865793253013,0,0,0.03472664998208897
2024-02-16,ACB,lightgbm,2024-02-06,2024-02-07,2024-02-16,3d,3,-0.016118521237051486,0,0,0.0999019398686169
2024-02-19,ACB,lightgbm,2024-02-07,2024-02-15,2024-02-19,3d,3,-0.019583818241031947,0,0,0.010349671220713697
2024-02-20,ACB,lightgbm,2024-02-15,2024-02-16,2024-02-20,3d,3,-0.004917503762737141,0,0,0.04574450333055567
2024-02-21,ACB,lightgbm,2024-02-16,2024-02-19,2024-02-21,3d,3,-0.006975585450921806,0,0,0.01422391661648063
2024-02-22,ACB,lightgbm,2024-02-19,2024-02-20,2024-02-22,3d,3,-0.00131586080841406,0,0,0.020351414274595924
2024-02-23,ACB,lightgbm,2024-02-20,2024-02-21,2024-02-23,3d,3,-0.014178871359567857,0,0,0.041570921781754276
2023-12-27,ACB,xgboost,2023-12-22,2023-12-25,2023-12-27,3d,3,-0.005150172924177077,0,0,0.10558697581291199
2023-12-28,ACB,xgboost,2023-12-25,2023-12-26,2023-12-28,3d,3,0.008143543881433235,1,0,0.02966177463531494
2023-12-29,ACB,xgboost,2023-12-26,2023-12-27,2023-12-29,3d,3,0.022912741522606916,1,0,0.09349777549505234
2024-01-02,ACB,xgboost,2023-12-27,2023-12-28,2024-01-02,3d,3,0.04222011949004156,1,0,0.0547582246363163
2024-01-03,ACB,xgboost,2023-12-28,2023-12-29,2024-01-03,3d,3,0.039211596621128386,1,0,0.032766375690698624
2024-01-04,ACB,xgboost,2023-12-29,2024-01-02,2024-01-04,3d,3,0.04914417622793765,1,0,0.05195125937461853
2024-01-05,ACB,xgboost,2024-01-02,2024-01-03,2024-01-05,3d,3,0.03172868201550516,1,0,0.07053450495004654
2024-01-08,ACB,xgboost,2024-01-03,2024-01-04,2024-01-08,3d,3,-0.0013621065670945676,0,0,0.04573538154363632
2024-01-09,ACB,xgboost,2024-01-04,2024-01-05,2024-01-09,3d,3,-0.018717428190522467,0,0,0.04855404794216156
2024-01-10,ACB,xgboost,2024-01-05,2024-01-08,2024-01-10,3d,3,-0.024590209212324576,0,0,0.02359546534717083
2024-01-11,ACB,xgboost,2024-01-08,2024-01-09,2024-01-11,3d,3,-0.006975585450921806,0,0,0.051243141293525696
2024-01-12,ACB,xgboost,2024-01-09,2024-01-10,2024-01-12,3d,3,0.016601025861153307,1,0,0.1508936733007431
2024-01-15,ACB,xgboost,2024-01-10,2024-01-11,2024-01-15,3d,3,-0.010874166999908508,0,0,0.10202248394489288
2024-01-16,ACB,xgboost,2024-01-11,2024-01-12,2024-01-16,3d,3,0.003151575717284194,1,0,0.044052232056856155
2024-01-17,ACB,xgboost,2024-01-12,2024-01-15,2024-01-17,3d,3,-0.02982875005972241,0,0,0.07854129374027252
2024-01-18,ACB,xgboost,2024-01-15,2024-01-16,2024-01-18,3d,3,0.0008215776470519298,1,0,0.10644493997097015
2024-01-19,ACB,xgboost,2024-01-16,2024-01-17,2024-01-19,3d,3,0.012484579447856525,1,0,0.1378777176141739
2024-01-22,ACB,xgboost,2024-01-17,2024-01-18,2024-01-22,3d,3,0.026384697232697985,1,0,0.30193305015563965
2024-01-23,ACB,xgboost,2024-01-18,2024-01-19,2024-01-23,3d,3,0.0023460131395445227,1,0,0.3489093780517578
2024-01-24,ACB,xgboost,2024-01-19,2024-01-22,2024-01-24,3d,3,-0.022095043638727385,0,0,0.14938944578170776
2024-01-25,ACB,xgboost,2024-01-22,2024-01-23,2024-01-25,3d,3,-0.023687722720748927,0,0,0.2630065679550171
2024-01-26,ACB,xgboost,2024-01-23,2024-01-24,2024-01-26,3d,3,0.002802554298467541,1,0,0.2007688581943512
2024-01-29,ACB,xgboost,2024-01-24,2024-01-25,2024-01-29,3d,3,-0.003143627952661765,0,0,0.2683696448802948
2024-01-30,ACB,xgboost,2024-01-25,2024-01-26,2024-01-30,3d,3,-0.003143627952661765,0,0,0.17743158340454102
2024-01-31,ACB,xgboost,2024-01-26,2024-01-29,2024-01-31,3d,3,-0.03527144242463209,0,0,0.1769523173570633
2024-02-01,ACB,xgboost,2024-01-29,2024-01-30,2024-02-01,3d,3,-0.008605275409153346,0,0,0.09657160192728043
2024-02-02,ACB,xgboost,2024-01-30,2024-01-31,2024-02-02,3d,3,-0.0015551465068766035,0,0,0.4302051067352295
2024-02-05,ACB,xgboost,2024-01-31,2024-02-01,2024-02-05,3d,3,0.07394159245302201,1,0,0.32575100660324097
2024-02-06,ACB,xgboost,2024-02-01,2024-02-02,2024-02-06,3d,3,0.06609705131435906,1,0,0.32132741808891296
2024-02-07,ACB,xgboost,2024-02-02,2024-02-05,2024-02-07,3d,3,0.05933386242613392,1,1,0.5416588187217712
2024-02-15,ACB,xgboost,2024-02-05,2024-02-06,2024-02-15,3d,3,-0.030340865793253013,0,0,0.1620909720659256
2024-02-16,ACB,xgboost,2024-02-06,2024-02-07,2024-02-16,3d,3,-0.016118521237051486,0,0,0.1514211744070053
2024-02-19,ACB,xgboost,2024-02-07,2024-02-15,2024-02-19,3d,3,-0.019583818241031947,0,0,0.03919585421681404
2024-02-20,ACB,xgboost,2024-02-15,2024-02-16,2024-02-20,3d,3,-0.004917503762737141,0,0,0.21989405155181885
2024-02-21,ACB,xgboost,2024-02-16,2024-02-19,2024-02-21,3d,3,-0.006975585450921806,0,0,0.12409643083810806
2024-02-22,ACB,xgboost,2024-02-19,2024-02-20,2024-02-22,3d,3,-0.00131586080841406,0,0,0.12493763864040375
2024-02-23,ACB,xgboost,2024-02-20,2024-02-21,2024-02-23,3d,3,-0.014178871359567857,0,0,0.3271622657775879
2023-12-27,DGC,cart,2023-12-22,2023-12-25,2023-12-27,3d,3,0.03145269662689465,1,0,0.0
2023-12-28,DGC,cart,2023-12-25,2023-12-26,2023-12-28,3d,3,0.012307563064159144,1,0,0.0
2023-12-29,DGC,cart,2023-12-26,2023-12-27,2023-12-29,3d,3,-0.007989565452163228,0,0,0.0
2024-01-02,DGC,cart,2023-12-27,2023-12-28,2024-01-02,3d,3,-0.010143488334295903,0,0,0.0
2024-01-03,DGC,cart,2023-12-28,2023-12-29,2024-01-03,3d,3,-0.003793907500655891,0,0,0.0
2024-01-04,DGC,cart,2023-12-29,2024-01-02,2024-01-04,3d,3,0.007768401662977098,1,0,0.0
2024-01-05,DGC,cart,2024-01-02,2024-01-03,2024-01-05,3d,3,0.017470201356106774,1,0,0.0
2024-01-08,DGC,cart,2024-01-03,2024-01-04,2024-01-08,3d,3,-0.007992796893095955,0,0,0.0
2024-01-09,DGC,cart,2024-01-04,2024-01-05,2024-01-09,3d,3,-0.03174038937643875,0,1,1.0
2024-01-10,DGC,cart,2024-01-05,2024-01-08,2024-01-10,3d,3,-0.04312992531500481,0,0,0.0
2024-01-11,DGC,cart,2024-01-08,2024-01-09,2024-01-11,3d,3,-0.02271989862787205,0,0,0.0
2024-01-12,DGC,cart,2024-01-09,2024-01-10,2024-01-12,3d,3,-0.0281328066543729,0,0,0.0
2024-01-15,DGC,cart,2024-01-10,2024-01-11,2024-01-15,3d,3,-0.01779434935537383,0,1,1.0
2024-01-16,DGC,cart,2024-01-11,2024-01-12,2024-01-16,3d,3,0.01252962928592427,1,1,1.0
2024-01-17,DGC,cart,2024-01-12,2024-01-15,2024-01-17,3d,3,-0.004883539633753653,0,1,1.0
2024-01-18,DGC,cart,2024-01-15,2024-01-16,2024-01-18,3d,3,0.0007042377691670598,1,0,0.0
2024-01-19,DGC,cart,2024-01-16,2024-01-17,2024-01-19,3d,3,-0.019797666893104693,0,0,0.0
2024-01-22,DGC,cart,2024-01-17,2024-01-18,2024-01-22,3d,3,-0.010223037402261936,0,0,0.0
2024-01-23,DGC,cart,2024-01-18,2024-01-19,2024-01-23,3d,3,-0.03816585160099151,0,0,0.0
2024-01-24,DGC,cart,2024-01-19,2024-01-22,2024-01-24,3d,3,-0.03399902490314488,0,0,0.0
2024-01-25,DGC,cart,2024-01-22,2024-01-23,2024-01-25,3d,3,-0.039733224008148715,0,0,0.0
2024-01-26,DGC,cart,2024-01-23,2024-01-24,2024-01-26,3d,3,-0.015759210442151783,0,1,1.0
2024-01-29,DGC,cart,2024-01-24,2024-01-25,2024-01-29,3d,3,0.0030730895065678165,1,1,1.0
2024-01-30,DGC,cart,2024-01-25,2024-01-26,2024-01-30,3d,3,0.02249137421880887,1,1,1.0
2024-01-31,DGC,cart,2024-01-26,2024-01-29,2024-01-31,3d,3,0.008695562399448908,1,1,1.0
2024-02-01,DGC,cart,2024-01-29,2024-01-30,2024-02-01,3d,3,0.0007222782277533923,1,0,0.0
2024-02-02,DGC,cart,2024-01-30,2024-01-31,2024-02-02,3d,3,-0.006975585450921806,0,0,0.0
2024-02-05,DGC,cart,2024-01-31,2024-02-01,2024-02-05,3d,3,-0.00036565234563834537,0,1,1.0
2024-02-06,DGC,cart,2024-02-01,2024-02-02,2024-02-06,3d,3,0.042108827178313435,1,0,0.0
2024-02-07,DGC,cart,2024-02-02,2024-02-05,2024-02-07,3d,3,0.05100354703336607,1,0,0.0
2024-02-15,DGC,cart,2024-02-05,2024-02-06,2024-02-15,3d,3,0.04332639516562731,1,0,0.0
2024-02-16,DGC,cart,2024-02-06,2024-02-07,2024-02-16,3d,3,-0.012188020952798917,0,1,1.0
2024-02-19,DGC,cart,2024-02-07,2024-02-15,2024-02-19,3d,3,-0.007966517896973668,0,0,0.0
2024-02-20,DGC,cart,2024-02-15,2024-02-16,2024-02-20,3d,3,0.027397478123040386,1,0,0.0
2024-02-21,DGC,cart,2024-02-16,2024-02-19,2024-02-21,3d,3,0.050968380722141715,1,0,0.0
2024-02-22,DGC,cart,2024-02-19,2024-02-20,2024-02-22,3d,3,0.04134623363279055,1,1,1.0
2024-02-23,DGC,cart,2024-02-20,2024-02-21,2024-02-23,3d,3,-0.01677932967099227,0,0,0.0
2023-12-27,DGC,lightgbm,2023-12-22,2023-12-25,2023-12-27,3d,3,0.03145269662689465,1,0,0.1198136920296141
2023-12-28,DGC,lightgbm,2023-12-25,2023-12-26,2023-12-28,3d,3,0.012307563064159144,1,0,0.09699404376690791
2023-12-29,DGC,lightgbm,2023-12-26,2023-12-27,2023-12-29,3d,3,-0.007989565452163228,0,0,0.029911144384288227
2024-01-02,DGC,lightgbm,2023-12-27,2023-12-28,2024-01-02,3d,3,-0.010143488334295903,0,0,0.017328083945117628
2024-01-03,DGC,lightgbm,2023-12-28,2023-12-29,2024-01-03,3d,3,-0.003793907500655891,0,0,0.021803861369466476
2024-01-04,DGC,lightgbm,2023-12-29,2024-01-02,2024-01-04,3d,3,0.007768401662977098,1,0,0.09253171089554009
2024-01-05,DGC,lightgbm,2024-01-02,2024-01-03,2024-01-05,3d,3,0.017470201356106774,1,0,0.05719485544626692
2024-01-08,DGC,lightgbm,2024-01-03,2024-01-04,2024-01-08,3d,3,-0.007992796893095955,0,0,0.27800853892375615
2024-01-09,DGC,lightgbm,2024-01-04,2024-01-05,2024-01-09,3d,3,-0.03174038937643875,0,0,0.019368433810460668
2024-01-10,DGC,lightgbm,2024-01-05,2024-01-08,2024-01-10,3d,3,-0.04312992531500481,0,0,0.0712016139264149
2024-01-11,DGC,lightgbm,2024-01-08,2024-01-09,2024-01-11,3d,3,-0.02271989862787205,0,0,0.10644310428443743
2024-01-12,DGC,lightgbm,2024-01-09,2024-01-10,2024-01-12,3d,3,-0.0281328066543729,0,0,0.23535274369476872
2024-01-15,DGC,lightgbm,2024-01-10,2024-01-11,2024-01-15,3d,3,-0.01779434935537383,0,0,0.29339322135235285
2024-01-16,DGC,lightgbm,2024-01-11,2024-01-12,2024-01-16,3d,3,0.01252962928592427,1,0,0.09975629990623175
2024-01-17,DGC,lightgbm,2024-01-12,2024-01-15,2024-01-17,3d,3,-0.004883539633753653,0,0,0.25714172844513367
2024-01-18,DGC,lightgbm,2024-01-15,2024-01-16,2024-01-18,3d,3,0.0007042377691670598,1,0,0.2504655552601706
2024-01-19,DGC,lightgbm,2024-01-16,2024-01-17,2024-01-19,3d,3,-0.019797666893104693,0,0,0.03965188012250327
2024-01-22,DGC,lightgbm,2024-01-17,2024-01-18,2024-01-22,3d,3,-0.010223037402261936,0,0,0.2552415843159352
2024-01-23,DGC,lightgbm,2024-01-18,2024-01-19,2024-01-23,3d,3,-0.03816585160099151,0,0,0.06432309538189508
2024-01-24,DGC,lightgbm,2024-01-19,2024-01-22,2024-01-24,3d,3,-0.03399902490314488,0,0,0.07518931360363726
2024-01-25,DGC,lightgbm,2024-01-22,2024-01-23,2024-01-25,3d,3,-0.039733224008148715,0,0,0.08981633033487216
2024-01-26,DGC,lightgbm,2024-01-23,2024-01-24,2024-01-26,3d,3,-0.015759210442151783,0,0,0.07030695849678911
2024-01-29,DGC,lightgbm,2024-01-24,2024-01-25,2024-01-29,3d,3,0.0030730895065678165,1,0,0.06294683757456117
2024-01-30,DGC,lightgbm,2024-01-25,2024-01-26,2024-01-30,3d,3,0.02249137421880887,1,0,0.04855169122119491
2024-01-31,DGC,lightgbm,2024-01-26,2024-01-29,2024-01-31,3d,3,0.008695562399448908,1,0,0.0173199598365558
2024-02-01,DGC,lightgbm,2024-01-29,2024-01-30,2024-02-01,3d,3,0.0007222782277533923,1,0,0.05747865842293651
2024-02-02,DGC,lightgbm,2024-01-30,2024-01-31,2024-02-02,3d,3,-0.006975585450921806,0,0,0.04052695853170326
2024-02-05,DGC,lightgbm,2024-01-31,2024-02-01,2024-02-05,3d,3,-0.00036565234563834537,0,0,0.06553032258533242
2024-02-06,DGC,lightgbm,2024-02-01,2024-02-02,2024-02-06,3d,3,0.042108827178313435,1,0,0.061352794775567675
2024-02-07,DGC,lightgbm,2024-02-02,2024-02-05,2024-02-07,3d,3,0.05100354703336607,1,0,0.09982043269615358
2024-02-15,DGC,lightgbm,2024-02-05,2024-02-06,2024-02-15,3d,3,0.04332639516562731,1,0,0.06311033297941168
2024-02-16,DGC,lightgbm,2024-02-06,2024-02-07,2024-02-16,3d,3,-0.012188020952798917,0,0,0.0949256124911951
2024-02-19,DGC,lightgbm,2024-02-07,2024-02-15,2024-02-19,3d,3,-0.007966517896973668,0,0,0.014096138882019969
2024-02-20,DGC,lightgbm,2024-02-15,2024-02-16,2024-02-20,3d,3,0.027397478123040386,1,0,0.049227734208443404
2024-02-21,DGC,lightgbm,2024-02-16,2024-02-19,2024-02-21,3d,3,0.050968380722141715,1,0,0.15836011737161068
2024-02-22,DGC,lightgbm,2024-02-19,2024-02-20,2024-02-22,3d,3,0.04134623363279055,1,0,0.017150616909546418
2024-02-23,DGC,lightgbm,2024-02-20,2024-02-21,2024-02-23,3d,3,-0.01677932967099227,0,0,0.025504724794249034
2023-12-27,DGC,xgboost,2023-12-22,2023-12-25,2023-12-27,3d,3,0.03145269662689465,1,0,0.29531389474868774
2023-12-28,DGC,xgboost,2023-12-25,2023-12-26,2023-12-28,3d,3,0.012307563064159144,1,0,0.06783293187618256
2023-12-29,DGC,xgboost,2023-12-26,2023-12-27,2023-12-29,3d,3,-0.007989565452163228,0,0,0.058542754501104355
2024-01-02,DGC,xgboost,2023-12-27,2023-12-28,2024-01-02,3d,3,-0.010143488334295903,0,0,0.15327861905097961
2024-01-03,DGC,xgboost,2023-12-28,2023-12-29,2024-01-03,3d,3,-0.003793907500655891,0,0,0.2994564473628998
2024-01-04,DGC,xgboost,2023-12-29,2024-01-02,2024-01-04,3d,3,0.007768401662977098,1,0,0.499093621969223
2024-01-05,DGC,xgboost,2024-01-02,2024-01-03,2024-01-05,3d,3,0.017470201356106774,1,0,0.19953662157058716
2024-01-08,DGC,xgboost,2024-01-03,2024-01-04,2024-01-08,3d,3,-0.007992796893095955,0,1,0.6407102346420288
2024-01-09,DGC,xgboost,2024-01-04,2024-01-05,2024-01-09,3d,3,-0.03174038937643875,0,0,0.06376191973686218
2024-01-10,DGC,xgboost,2024-01-05,2024-01-08,2024-01-10,3d,3,-0.04312992531500481,0,0,0.19432173669338226
2024-01-11,DGC,xgboost,2024-01-08,2024-01-09,2024-01-11,3d,3,-0.02271989862787205,0,0,0.3953341543674469
2024-01-12,DGC,xgboost,2024-01-09,2024-01-10,2024-01-12,3d,3,-0.0281328066543729,0,0,0.27268028259277344
2024-01-15,DGC,xgboost,2024-01-10,2024-01-11,2024-01-15,3d,3,-0.01779434935537383,0,0,0.16782304644584656
2024-01-16,DGC,xgboost,2024-01-11,2024-01-12,2024-01-16,3d,3,0.01252962928592427,1,0,0.2858330011367798
2024-01-17,DGC,xgboost,2024-01-12,2024-01-15,2024-01-17,3d,3,-0.004883539633753653,0,0,0.431910902261734
2024-01-18,DGC,xgboost,2024-01-15,2024-01-16,2024-01-18,3d,3,0.0007042377691670598,1,0,0.2176782339811325
2024-01-19,DGC,xgboost,2024-01-16,2024-01-17,2024-01-19,3d,3,-0.019797666893104693,0,0,0.07496590912342072
2024-01-22,DGC,xgboost,2024-01-17,2024-01-18,2024-01-22,3d,3,-0.010223037402261936,0,1,0.581542432308197
2024-01-23,DGC,xgboost,2024-01-18,2024-01-19,2024-01-23,3d,3,-0.03816585160099151,0,0,0.2077701836824417
2024-01-24,DGC,xgboost,2024-01-19,2024-01-22,2024-01-24,3d,3,-0.03399902490314488,0,0,0.11779899895191193
2024-01-25,DGC,xgboost,2024-01-22,2024-01-23,2024-01-25,3d,3,-0.039733224008148715,0,0,0.26362791657447815
2024-01-26,DGC,xgboost,2024-01-23,2024-01-24,2024-01-26,3d,3,-0.015759210442151783,0,0,0.44977080821990967
2024-01-29,DGC,xgboost,2024-01-24,2024-01-25,2024-01-29,3d,3,0.0030730895065678165,1,0,0.4268825650215149
2024-01-30,DGC,xgboost,2024-01-25,2024-01-26,2024-01-30,3d,3,0.02249137421880887,1,0,0.46065840125083923
2024-01-31,DGC,xgboost,2024-01-26,2024-01-29,2024-01-31,3d,3,0.008695562399448908,1,0,0.04246678203344345
2024-02-01,DGC,xgboost,2024-01-29,2024-01-30,2024-02-01,3d,3,0.0007222782277533923,1,0,0.1226816326379776
2024-02-02,DGC,xgboost,2024-01-30,2024-01-31,2024-02-02,3d,3,-0.006975585450921806,0,0,0.2795552611351013
2024-02-05,DGC,xgboost,2024-01-31,2024-02-01,2024-02-05,3d,3,-0.00036565234563834537,0,0,0.15480868518352509
2024-02-06,DGC,xgboost,2024-02-01,2024-02-02,2024-02-06,3d,3,0.042108827178313435,1,0,0.400676965713501
2024-02-07,DGC,xgboost,2024-02-02,2024-02-05,2024-02-07,3d,3,0.05100354703336607,1,0,0.0989639163017273
2024-02-15,DGC,xgboost,2024-02-05,2024-02-06,2024-02-15,3d,3,0.04332639516562731,1,0,0.48202967643737793
2024-02-16,DGC,xgboost,2024-02-06,2024-02-07,2024-02-16,3d,3,-0.012188020952798917,0,0,0.06213776394724846
2024-02-19,DGC,xgboost,2024-02-07,2024-02-15,2024-02-19,3d,3,-0.007966517896973668,0,0,0.09561000019311905
2024-02-20,DGC,xgboost,2024-02-15,2024-02-16,2024-02-20,3d,3,0.027397478123040386,1,0,0.04890136420726776
2024-02-21,DGC,xgboost,2024-02-16,2024-02-19,2024-02-21,3d,3,0.050968380722141715,1,0,0.13028749823570251
2024-02-22,DGC,xgboost,2024-02-19,2024-02-20,2024-02-22,3d,3,0.04134623363279055,1,0,0.028767524287104607
