date,ticker,model_name,prediction_date,target_date,horizon,horizon_days,actual_return,predicted_return,absolute_error,pct_error
2024-08-16,HPG,xgboost,2024-08-13,2024-08-16,3d,3,0.007557864903164679,-0.03496861830353737,0.04252648320670205,562.6785309286896
2024-08-19,HPG,xgboost,2024-08-14,2024-08-19,3d,3,0.01555869872701554,-0.028271831572055817,0.04383053029907136,281.71077201312255
2024-08-20,HPG,xgboost,2024-08-15,2024-08-20,3d,3,0.023809523809523725,-0.02806999906897545,0.051879522878499174,217.89399608969728
2024-08-21,HPG,xgboost,2024-08-16,2024-08-21,3d,3,0.021565869667135473,-0.018195362761616707,0.03976123242875218,184.37110602288797
2024-08-22,HPG,xgboost,2024-08-19,2024-08-22,3d,3,-0.003714020427112219,-0.029310842975974083,0.025596822548861864,689.1944471281298
2024-06-24,MWG,cart,2024-06-19,2024-06-24,3d,3,-0.020513648845097654,0.02799805793817778,0.04851170678327543,236.48502101988913
2024-06-25,MWG,cart,2024-06-20,2024-06-25,3d,3,-0.02351046698872783,0.028380893300248067,0.051891360288975896,220.71599136612377
2024-06-26,MWG,cart,2024-06-21,2024-06-26,3d,3,-0.014170692431561993,0.030520995334370138,0.04469168776593213,315.38111480277115
2024-06-27,MWG,cart,2024-06-24,2024-06-27,3d,3,0.022592348284960373,0.05140712945590997,0.0288147811709496,127.54221388367793
2024-06-28,MWG,cart,2024-06-25,2024-06-28,3d,3,0.014346965699208347,0.05202863961813842,0.03768167391893007,262.64559844183157
2024-07-01,MWG,cart,2024-06-26,2024-07-01,3d,3,0.05962103887618442,0.020310633213858953,0.039310405662325465,65.93378177116598
2024-07-02,MWG,cart,2024-06-27,2024-07-02,3d,3,0.04918561522335119,0.015125256026469414,0.03406035919688177,69.24861881306997
2024-07-03,MWG,cart,2024-06-28,2024-07-03,3d,3,0.04974800845390992,0.09336228287841175,0.04361427442450183,87.67039280559177
2024-07-04,MWG,cart,2024-07-01,2024-07-04,3d,3,-0.010636657931247129,-0.026683343756514488,0.01604668582526736,150.86210282392634
2024-07-05,MWG,cart,2024-07-02,2024-07-05,3d,3,-0.005994466646172758,-0.030736240171551077,0.02474177352537832,412.7435347592602
2024-07-08,MWG,cart,2024-07-03,2024-07-08,3d,3,0.022920861080997446,-0.005492184199408556,0.028413045280406002,123.96150903755468
2024-07-09,MWG,cart,2024-07-04,2024-07-09,3d,3,0.026020567154876773,-0.005492184199408556,0.03151275135428533,121.10708873760736
2024-07-10,MWG,cart,2024-07-05,2024-07-10,3d,3,-0.006185248183083414,-0.0100819155639571,0.0038966673808736862,62.999369880274635
2024-07-11,MWG,cart,2024-07-08,2024-07-11,3d,3,-0.03285389856169563,0.0010957703265395136,0.03394966888823514,103.3352824916099
2024-07-12,MWG,cart,2024-07-09,2024-07-12,3d,3,-0.029916476841305828,0.0010957703265395136,0.03101224716784534,103.66276527932119
2024-07-15,MWG,cart,2024-07-10,2024-07-15,3d,3,-0.013692235879881665,0.03731343283582089,0.05100566871570256,372.5152645861618
2024-07-16,MWG,cart,2024-07-11,2024-07-16,3d,3,-0.01080150281778347,0.039704271631982424,0.050505774449765894,467.5809959204359
2024-07-17,MWG,cart,2024-07-12,2024-07-17,3d,3,-0.020037570444583652,0.03731343283582089,0.057351003280404544,286.2173507462681
2024-07-18,MWG,cart,2024-07-15,2024-07-18,3d,3,0.010884997633696214,0.030520995334370138,0.019635997700673924,180.3950571370601
2024-07-19,MWG,cart,2024-07-16,2024-07-19,3d,3,0.023421427441050913,0.030520995334370138,0.007099567893319225,30.31227670127295
2024-07-22,MWG,cart,2024-07-17,2024-07-22,3d,3,0.02827476038338661,0.04768146813042762,0.019406707747041008,68.63615282286813
2024-07-23,MWG,cart,2024-07-18,2024-07-23,3d,3,-0.03854556803995002,-0.05174611266887574,0.013200544628925726,34.24659513447617
2024-07-24,MWG,cart,2024-07-19,2024-07-24,3d,3,-0.06401731869491267,-0.05174611266887574,0.01227120602603693,19.168572311686177
2024-07-25,MWG,cart,2024-07-22,2024-07-25,3d,3,-0.06586919372378441,0.030520995334370138,0.09639018905815455,146.33576579418406
2024-07-26,MWG,cart,2024-07-23,2024-07-26,3d,3,-0.02402207433858139,-0.06134856300663227,0.03732648866805088,155.38411938098756
2024-07-29,MWG,cart,2024-07-24,2024-07-29,3d,3,0.009747232777135295,0.026502504173622654,0.01675527139648736,171.89772502192895
2024-07-30,MWG,cart,2024-07-25,2024-07-30,3d,3,0.03292865458173955,-0.06134856300663227,0.09427721758837182,286.30752997923236
2024-07-31,MWG,cart,2024-07-26,2024-07-31,3d,3,0.04590054881090966,0.0010957703265395136,0.044804778484370145,97.61272935743402
2024-08-01,MWG,cart,2024-07-29,2024-08-01,3d,3,0.001636125654450371,-0.0100819155639571,0.011718041218407471,716.2066792690168
2024-08-02,MWG,cart,2024-07-30,2024-08-02,3d,3,-0.0016100466913541167,-0.0100819155639571,0.008471868872602983,526.1877756773492
2024-08-05,MWG,cart,2024-07-31,2024-08-05,3d,3,-0.03434568293846407,-0.0100819155639571,0.024263767374506973,70.64575602697869
2024-08-06,MWG,cart,2024-08-01,2024-08-06,3d,3,0.0032669062397909787,-0.11474022677271956,0.11800713301251053,3612.1983415128802
2024-08-07,MWG,cart,2024-08-02,2024-08-07,3d,3,-0.009514594420254707,0.05202863961813842,0.061543234038393124,646.8298208001346
2024-08-08,MWG,cart,2024-08-05,2024-08-08,3d,3,0.012843734562818954,-0.04285083198350759,0.05569456654632654,433.63218286646566
2024-08-09,MWG,cart,2024-08-06,2024-08-09,3d,3,0.052914360143275774,-0.014309415180423057,0.06722377532369883,127.0425932425103
2024-08-12,MWG,cart,2024-08-07,2024-08-12,3d,3,0.0688700748941713,-0.014309415180423057,0.08317949007459435,120.777406155593
2024-08-13,MWG,cart,2024-08-08,2024-08-13,3d,3,0.06893188099496017,-0.07543893497974141,0.14437081597470158,209.43983232556354
2024-08-14,MWG,cart,2024-08-09,2024-08-14,3d,3,0.01515385804855418,-0.08305542321740511,0.09820928126595929,648.0810428030198
2024-08-15,MWG,cart,2024-08-12,2024-08-15,3d,3,-0.010510281797410648,-0.08305542321740511,0.07254514141999446,690.2302223510977
2024-08-16,MWG,cart,2024-08-13,2024-08-16,3d,3,0.034524714828897185,-0.058752087444967405,0.09327680227386459,270.1739977756222
2024-08-19,MWG,cart,2024-08-14,2024-08-19,3d,3,0.03610053313023598,-0.0100819155639571,0.04618244869419308,127.92733150944244
2024-08-20,MWG,cart,2024-08-15,2024-08-20,3d,3,0.0546490147783254,-0.030897498773908683,0.08554651355223408,156.53807099586191
2024-08-21,MWG,cart,2024-08-16,2024-08-21,3d,3,0.011614231108497686,0.03610906411201187,0.024494833003514183,210.90361277202635
2024-08-22,MWG,cart,2024-08-19,2024-08-22,3d,3,0.014554542781535007,0.0644241733181301,0.0498696305365951,342.63962314132937
2024-06-24,MWG,lightgbm,2024-06-19,2024-06-24,3d,3,-0.020513648845097654,-0.006747523475784938,0.013766125369312716,67.10715130820103
2024-06-25,MWG,lightgbm,2024-06-20,2024-06-25,3d,3,-0.02351046698872783,-0.016291754433041258,0.007218712555686572,30.70424998000936
2024-06-26,MWG,lightgbm,2024-06-21,2024-06-26,3d,3,-0.014170692431561993,0.016089228630184457,0.03025992106174645,213.53876112891535
2024-06-27,MWG,lightgbm,2024-06-24,2024-06-27,3d,3,0.022592348284960373,0.019937582141359867,0.002654766143600506,11.75073131006825
2024-06-28,MWG,lightgbm,2024-06-25,2024-06-28,3d,3,0.014346965699208347,0.005739440015091307,0.00860752568411704,59.99544338906446
2024-07-01,MWG,lightgbm,2024-06-26,2024-07-01,3d,3,0.05962103887618442,0.006682583654473871,0.05293845522171055,88.79156790885236
2024-07-02,MWG,lightgbm,2024-06-27,2024-07-02,3d,3,0.04918561522335119,0.0017941062568321866,0.047391508966519,96.3523760988143
2024-07-03,MWG,lightgbm,2024-06-28,2024-07-03,3d,3,0.04974800845390992,0.00025736316689246034,0.04949064528701746,99.48266639230211
2024-07-04,MWG,lightgbm,2024-07-01,2024-07-04,3d,3,-0.010636657931247129,-0.0006908618394670294,0.009945796091780099,93.50489745996722
2024-07-05,MWG,lightgbm,2024-07-02,2024-07-05,3d,3,-0.005994466646172758,0.004241628176924454,0.010236094823097213,170.75905876684752
2024-07-08,MWG,lightgbm,2024-07-03,2024-07-08,3d,3,0.022920861080997446,0.009332733952785376,0.01358812712821207,59.28279518031421
2024-07-09,MWG,lightgbm,2024-07-04,2024-07-09,3d,3,0.026020567154876773,0.014814585815599406,0.011205981339277367,43.06586121885181
2024-07-10,MWG,lightgbm,2024-07-05,2024-07-10,3d,3,-0.006185248183083414,-5.7540871188801676e-05,0.006127707311894612,99.06970796505506
2024-07-11,MWG,lightgbm,2024-07-08,2024-07-11,3d,3,-0.03285389856169563,0.0045496430697008075,0.037403541631396434,113.8481071315087
2024-07-12,MWG,lightgbm,2024-07-09,2024-07-12,3d,3,-0.029916476841305828,0.01085668637018519,0.04077316321149102,136.2899897196294
2024-07-15,MWG,lightgbm,2024-07-10,2024-07-15,3d,3,-0.013692235879881665,0.01734569536509107,0.031037931244972734,226.68270921754657
2024-07-16,MWG,lightgbm,2024-07-11,2024-07-16,3d,3,-0.01080150281778347,0.013538250421393925,0.024339753239177395,225.33672998820776
2024-07-17,MWG,lightgbm,2024-07-12,2024-07-17,3d,3,-0.020037570444583652,-0.0020962114414525266,0.017941359003131124,89.53859477500102
2024-07-18,MWG,lightgbm,2024-07-15,2024-07-18,3d,3,0.010884997633696214,0.004462507549238009,0.006422490084458205,59.00313716721794
2024-07-19,MWG,lightgbm,2024-07-16,2024-07-19,3d,3,0.023421427441050913,0.021885851444028055,0.0015355759970228575,6.556286976477965
2024-07-22,MWG,lightgbm,2024-07-17,2024-07-22,3d,3,0.02827476038338661,0.03318003153801613,0.00490527115462952,17.348586117503256
2024-07-23,MWG,lightgbm,2024-07-18,2024-07-23,3d,3,-0.03854556803995002,0.01596236392231793,0.05450793196226795,141.41167126081515
2024-07-24,MWG,lightgbm,2024-07-19,2024-07-24,3d,3,-0.06401731869491267,0.011757626001918403,0.07577494469683108,118.36632061700634
2024-07-25,MWG,lightgbm,2024-07-22,2024-07-25,3d,3,-0.06586919372378441,0.011523110354857941,0.07739230407864235,117.49392956467463
2024-07-26,MWG,lightgbm,2024-07-23,2024-07-26,3d,3,-0.02402207433858139,0.03212519940008989,0.05614727373867128,233.73199561077968
2024-07-29,MWG,lightgbm,2024-07-24,2024-07-29,3d,3,0.009747232777135295,0.005924147456307281,0.003823085320828014,39.22226346944405
2024-07-30,MWG,lightgbm,2024-07-25,2024-07-30,3d,3,0.03292865458173955,0.015696309900395698,0.01723234468134385,52.33236796410132
2024-07-31,MWG,lightgbm,2024-07-26,2024-07-31,3d,3,0.04590054881090966,0.03027966376568521,0.015620885045224447,34.032022382947346
2024-08-01,MWG,lightgbm,2024-07-29,2024-08-01,3d,3,0.001636125654450371,0.0034072028777777995,0.0017710772233274284,108.2482398897652
2024-08-02,MWG,lightgbm,2024-07-30,2024-08-02,3d,3,-0.0016100466913541167,0.002578050407440126,0.004188097098794243,260.1227108060995
2024-08-05,MWG,lightgbm,2024-07-31,2024-08-05,3d,3,-0.03434568293846407,0.016826534764720295,0.051172217703184364,148.99170237746557
2024-08-06,MWG,lightgbm,2024-08-01,2024-08-06,3d,3,0.0032669062397909787,-0.018589990515249216,0.021856896755040194,669.039609671768
2024-08-07,MWG,lightgbm,2024-08-02,2024-08-07,3d,3,-0.009514594420254707,0.017789086646766532,0.02730368106702124,286.96631575694965
2024-08-08,MWG,lightgbm,2024-08-05,2024-08-08,3d,3,0.012843734562818954,-0.01092394572240495,0.023767680285223903,185.052720989956
2024-08-09,MWG,lightgbm,2024-08-06,2024-08-09,3d,3,0.052914360143275774,-0.030993194763554992,0.08390755490683077,158.5723699193092
2024-08-12,MWG,lightgbm,2024-08-07,2024-08-12,3d,3,0.0688700748941713,-0.024125748702037292,0.09299582359620859,135.03081525482577
2024-08-13,MWG,lightgbm,2024-08-08,2024-08-13,3d,3,0.06893188099496017,-0.032340877331911815,0.10127275832687199,146.91715482749754
2024-08-14,MWG,lightgbm,2024-08-09,2024-08-14,3d,3,0.01515385804855418,-0.006335085279353969,0.02148894332790815,141.8050984710022
2024-08-15,MWG,lightgbm,2024-08-12,2024-08-15,3d,3,-0.010510281797410648,-0.008805170495659514,0.0017051113017511332,16.223269124631948
2024-08-16,MWG,lightgbm,2024-08-13,2024-08-16,3d,3,0.034524714828897185,-0.014216741866499773,0.04874145669539696,141.17844835781338
2024-08-19,MWG,lightgbm,2024-08-14,2024-08-19,3d,3,0.03610053313023598,0.028175963302567327,0.007924569827668652,21.95139279267716
2024-08-20,MWG,lightgbm,2024-08-15,2024-08-20,3d,3,0.0546490147783254,-0.009548417965120874,0.06419743274344628,117.47226002857039
2024-08-21,MWG,lightgbm,2024-08-16,2024-08-21,3d,3,0.011614231108497686,0.004576864223358296,0.0070373668851393895,60.59261968698401
2024-08-22,MWG,lightgbm,2024-08-19,2024-08-22,3d,3,0.014554542781535007,0.0016466703559214482,0.012907872425613559,88.6862103424469
2024-06-24,MWG,xgboost,2024-06-19,2024-06-24,3d,3,-0.020513648845097654,-0.013555190525949001,0.006958458319148653,33.92111453059012
2024-06-25,MWG,xgboost,2024-06-20,2024-06-25,3d,3,-0.02351046698872783,-0.017903294414281845,0.005607172574445984,23.84968608719836
2024-06-26,MWG,xgboost,2024-06-21,2024-06-26,3d,3,-0.014170692431561993,-0.0019068579422309995,0.012263834489330994,86.54365020311987
2024-06-27,MWG,xgboost,2024-06-24,2024-06-27,3d,3,0.022592348284960373,-0.00949918758124113,0.032091535866201504,142.04603904572727
2024-06-28,MWG,xgboost,2024-06-25,2024-06-28,3d,3,0.014346965699208347,-0.006423600949347019,0.020770566648555366,144.77323696188574
2024-07-01,MWG,xgboost,2024-06-26,2024-07-01,3d,3,0.05962103887618442,-0.0005263133207336068,0.060147352196918025,100.88276442452909
2024-07-02,MWG,xgboost,2024-06-27,2024-07-02,3d,3,0.04918561522335119,0.0027055065147578716,0.046480108708593315,94.49939478753654
2024-07-03,MWG,xgboost,2024-06-28,2024-07-03,3d,3,0.04974800845390992,-0.0005079889670014381,0.05025599742091136,101.02112422745944
2024-07-04,MWG,xgboost,2024-07-01,2024-07-04,3d,3,-0.010636657931247129,0.028076205402612686,0.038712863333859815,363.9570209373162
2024-07-05,MWG,xgboost,2024-07-02,2024-07-05,3d,3,-0.005994466646172758,0.006023175083100796,0.012017641729273554,200.4789156170611
2024-07-08,MWG,xgboost,2024-07-03,2024-07-08,3d,3,0.022920861080997446,-0.015341643244028091,0.03826250432502554,166.93310163965475
2024-07-09,MWG,xgboost,2024-07-04,2024-07-09,3d,3,0.026020567154876773,-0.00891868770122528,0.03493925485610205,134.27553153680486
2024-07-10,MWG,xgboost,2024-07-05,2024-07-10,3d,3,-0.006185248183083414,-0.0003593315777834505,0.005825916605299963,94.19050671618614
2024-07-11,MWG,xgboost,2024-07-08,2024-07-11,3d,3,-0.03285389856169563,-0.0042709847912192345,0.028582913770476392,87.00006702949166
2024-07-12,MWG,xgboost,2024-07-09,2024-07-12,3d,3,-0.029916476841305828,-0.0021352730691432953,0.027781203772162533,92.86255169527479
2024-07-15,MWG,xgboost,2024-07-10,2024-07-15,3d,3,-0.013692235879881665,0.007327361032366753,0.021019596912248417,153.51471517616068
2024-07-16,MWG,xgboost,2024-07-11,2024-07-16,3d,3,-0.01080150281778347,-0.002589541021734476,0.008211961796048994,76.02610427994256
2024-07-17,MWG,xgboost,2024-07-12,2024-07-17,3d,3,-0.020037570444583652,0.004806907381862402,0.024844477826446054,123.98947215260698
2024-07-18,MWG,xgboost,2024-07-15,2024-07-18,3d,3,0.010884997633696214,-0.00188060465734452,0.012765602291040734,117.27703322160414
2024-07-19,MWG,xgboost,2024-07-16,2024-07-19,3d,3,0.023421427441050913,0.02371157705783844,0.00029014961678752726,1.2388212354597135
2024-07-22,MWG,xgboost,2024-07-17,2024-07-22,3d,3,0.02827476038338661,0.016222849488258362,0.012051910895128248,42.62427243135749
2024-07-23,MWG,xgboost,2024-07-18,2024-07-23,3d,3,-0.03854556803995002,-0.010929934680461884,0.027615633359488134,71.64412087757091
2024-07-24,MWG,xgboost,2024-07-19,2024-07-24,3d,3,-0.06401731869491267,-0.009804937057197094,0.05421238163771558,84.68393044712715
2024-07-25,MWG,xgboost,2024-07-22,2024-07-25,3d,3,-0.06586919372378441,-0.016071036458015442,0.04979815726576897,75.60158922635723
2024-07-26,MWG,xgboost,2024-07-23,2024-07-26,3d,3,-0.02402207433858139,0.016644878312945366,0.040666952651526755,169.28992924733544
2024-07-29,MWG,xgboost,2024-07-24,2024-07-29,3d,3,0.009747232777135295,0.01582050696015358,0.006073274183018285,62.30767564374528
2024-07-30,MWG,xgboost,2024-07-25,2024-07-30,3d,3,0.03292865458173955,-1.3498181942850351e-05,0.0329421527636824,100.0409922060719
2024-07-31,MWG,xgboost,2024-07-26,2024-07-31,3d,3,0.04590054881090966,0.011738309636712074,0.034162239174197584,74.42664643277183
2024-08-01,MWG,xgboost,2024-07-29,2024-08-01,3d,3,0.001636125654450371,-0.009218274615705013,0.010854400270155384,663.4209445118528
2024-08-02,MWG,xgboost,2024-07-30,2024-08-02,3d,3,-0.0016100466913541167,-0.012921935878694057,0.01131188918733994,702.5814374256543
2024-08-05,MWG,xgboost,2024-07-31,2024-08-05,3d,3,-0.03434568293846407,-0.011829468421638012,0.02251621451682606,65.55762643348089
2024-08-06,MWG,xgboost,2024-08-01,2024-08-06,3d,3,0.0032669062397909787,-0.02969854325056076,0.03296544949035174,1009.0724088996479
2024-08-07,MWG,xgboost,2024-08-02,2024-08-07,3d,3,-0.009514594420254707,0.0006687006680294871,0.010183295088284194,107.02815736008627
2024-08-08,MWG,xgboost,2024-08-05,2024-08-08,3d,3,0.012843734562818954,-0.04242914170026779,0.055272876263086745,430.34894557144605
2024-08-09,MWG,xgboost,2024-08-06,2024-08-09,3d,3,0.052914360143275774,-0.04364042729139328,0.09655478743466905,182.47369366884237
2024-08-12,MWG,xgboost,2024-08-07,2024-08-12,3d,3,0.0688700748941713,-0.05376341938972473,0.12263349428389603,178.06499335500928
2024-08-13,MWG,xgboost,2024-08-08,2024-08-13,3d,3,0.06893188099496017,-0.036893460899591446,0.10582534189455162,153.52162216825164
2024-08-14,MWG,xgboost,2024-08-09,2024-08-14,3d,3,0.01515385804855418,0.0026806858368217945,0.012473172211732386,82.31020887068718
2024-08-15,MWG,xgboost,2024-08-12,2024-08-15,3d,3,-0.010510281797410648,0.005492106545716524,0.016002388343127172,152.25460793134567
2024-08-16,MWG,xgboost,2024-08-13,2024-08-16,3d,3,0.034524714828897185,0.011953454464673996,0.02257126036422319,65.37710876421502
2024-08-19,MWG,xgboost,2024-08-14,2024-08-19,3d,3,0.03610053313023598,0.019968008622527122,0.016132524507708856,44.68777358359029
2024-08-20,MWG,xgboost,2024-08-15,2024-08-20,3d,3,0.0546490147783254,-0.005445880815386772,0.06009489559371217,109.96519486669078
2024-08-21,MWG,xgboost,2024-08-16,2024-08-21,3d,3,0.011614231108497686,0.018596377223730087,0.006982146115232402,60.117161868113975
2024-08-22,MWG,xgboost,2024-08-19,2024-08-22,3d,3,0.014554542781535007,-0.002158181509003043,0.01671272429053805,114.8282329537763
