model_name,bucket_family,signal_bucket,observations,coverage_ratio,avg_actual_return,median_actual_return,hit_rate,realized_profit_rate,positive_precision,recall_of_profitable_cases,lift_vs_base_rate
lightgbm,profit_probability_only,strong_or_moderate_positive,18,0.12162162162162163,0.012103719113809181,0.01734543956237575,0.7777777777777778,0.6666666666666666,0.6666666666666666,0.16,1.3155555555555554
lightgbm,profit_probability_only,strong_positive,17,0.11486486486486487,0.011464388507089982,0.0147478591817316,0.7647058823529411,0.6470588235294118,0.6470588235294118,0.14666666666666667,1.2768627450980392
lightgbm,profit_probability_only,weak_or_uncertain,3,0.02027027027027027,-0.0017884784081671004,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.013333333333333334,0.6577777777777777
xgboost,combined_signal,moderate_positive,5,0.033783783783783786,0.00878338496013686,0.0091390091390091,0.8,0.6,0.6,0.04,1.184
xgboost,combined_signal,reject,108,0.7297297297297297,0.01710074532103787,0.01117830198453005,0.6574074074074074,0.5370370370370371,0.5370370370370371,0.7733333333333333,1.059753086419753
xgboost,combined_signal,strong_or_moderate_positive,17,0.11486486486486487,0.013081179581669404,0.0199430199430199,0.8235294117647058,0.7058823529411765,0.7058823529411765,0.16,1.3929411764705881
xgboost,combined_signal,strong_positive,12,0.08108108108108109,0.0148719273406413,0.0199430199430199,0.8333333333333334,0.75,0.75,0.12,1.48
xgboost,combined_signal,weak_or_uncertain,23,0.1554054054054054,-0.004103997099076574,-0.0073834794646977,0.21739130434782608,0.21739130434782608,0.21739130434782608,0.06666666666666667,0.42898550724637674
xgboost,predicted_return_only,moderate_positive,10,0.06756756756756757,0.002481076221522151,-0.0017851620393079498,0.5,0.4,0.4,0.05333333333333334,0.7893333333333333
xgboost,predicted_return_only,reject,110,0.7432432432432432,0.017091521955646272,0.01117830198453005,0.6545454545454545,0.5363636363636364,0.5363636363636364,0.7866666666666666,1.0584242424242423
xgboost,predicted_return_only,strong_or_moderate_positive,30,0.20270270270270271,0.006812316853696543,0.00744996544324435,0.6,0.5333333333333333,0.5333333333333333,0.21333333333333335,1.0524444444444443
xgboost,predicted_return_only,strong_positive,20,0.13513513513513514,0.00897793716978374,0.0129241226410589,0.65,0.6,0.6,0.16,1.184
xgboost,predicted_return_only,weak_or_uncertain,8,0.05405405405405406,-0.013696038306284648,-0.009883311203260501,0.0,0.0,0.0,0.0,0.0
xgboost,profit_probability_only,moderate_positive,2,0.013513513513513514,0.02339671905772215,0.02339671905772215,1.0,1.0,1.0,0.02666666666666667,1.9733333333333332
xgboost,profit_probability_only,reject,128,0.8648648648648649,0.013085752058187362,0.00795169233379905,0.578125,0.4765625,0.4765625,0.8133333333333334,0.9404166666666666
xgboost,profit_probability_only,strong_or_moderate_positive,17,0.11486486486486487,0.013081179581669404,0.0199430199430199,0.8235294117647058,0.7058823529411765,0.7058823529411765,0.16,1.3929411764705881
xgboost,profit_probability_only,strong_positive,15,0.10135135135135136,0.011705774318195705,0.0147478591817316,0.8,0.6666666666666666,0.6666666666666666,0.13333333333333333,1.3155555555555554
xgboost,profit_probability_only,weak_or_uncertain,3,0.02027027027027027,0.02583743264844877,0.0331869204489996,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.02666666666666667,1.3155555555555554
